year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
2000,Cyprus,Voice,Nomiza,Nomiza, Voice,21.0,8.0
2000,Israel,PingPong,Sa'me'akh,Sa'me'akh, PingPong,22.0,7.0
2000,France,Sofia Mestari,On aura le ciel,ciel,On aura le  Sofia Mestari,23.0,5.0
2000,Belgium,Nathalie Sorce,Envie de vivre,vivre,Envie de  Nathalie Sorce,24.0,2.0
2001,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,Everybody," Tanel Padar, Dave Benton & 2XL",1.0,198.0
2001,Denmark,Rollo & King,Never Ever Let You Go,Go,Never Ever Let You  Rollo & King,2.0,177.0
2001,Greece,Antique,Die For You,You,Die For  Antique,3.0,147.0
2001,France,Natasha Saint-Pier,Je n'ai que mon âme,âme,Je n'ai que mon  Natasha Saint-Pier,4.0,142.0
2001,Sweden,Friends,Listen To Your Heartbeat,Heartbeat,Listen To Your  Friends,5.0,100.0
2001,Spain,David Civera,Dile que la quiero,quiero,Dile que la  David Civera,6.0,76.0
2001,Slovenia,Nuša Derenda,Energy,Energy, Nuša Derenda,7.0,70.0
2001,Germany,Michelle,Wer Liebe lebt,lebt,Wer Liebe  Michelle,8.0,66.0
2001,Malta,Fabrizio Faniello,Another Summer Night,Night,Another Summer  Fabrizio Faniello,9.0,48.0
2001,Croatia,Vanna,Strings Of My Heart,Heart,Strings Of My  Vanna,10.0,42.0
2001,Turkey,Sedat Yüce,Sevgiliye son,son,Sevgiliye  Sedat Yüce,11.0,41.0
2001,Russia,Mumiy troll,Lady Alpine Blue,Blue,Lady Alpine  Mumiy troll,12.0,37.0
2001,Lithuania,Skamp,You Got Style,Style,You Got  Skamp,13.0,35.0
2001,Bosnia & Herzegovina,Nino,Hano,Hano, Nino,14.0,29.0
2001,United Kingdom,Lindsay D.,No Dream Impossible,Impossible,No Dream  Lindsay D.,15.0,28.0
2001,Israel,Tal Sondak,Ein davar,davar,Ein  Tal Sondak,16.0,25.0
2001,Portugal,MTM,Só sei ser feliz assim,assim,Só sei ser feliz  MTM,17.0,18.0
2001,Netherlands,Michelle,Out On My Own,Own,Out On My  Michelle,18.0,16.0
2001,Latvia,Arnis Mednis,Too Much,Much,Too  Arnis Mednis,18.0,16.0
2001,Poland,Piasek,2 Long,Long,2  Piasek,20.0,11.0
2001,Ireland,Gary O'Shaughnessy,Without Your Love,Love,Without Your  Gary O'Shaughnessy,21.0,6.0
2001,Iceland,TwoTricky,Angel,Angel, TwoTricky,22.0,3.0
2001,Norway,Haldor Lægreid,On My Own,Own,On My  Haldor Lægreid,22.0,3.0
2002,Latvia,Marie N,I Wanna,Wanna,I  Marie N,1.0,176.0
2002,Malta,Ira Losco,7th Wonder,Wonder,7th  Ira Losco,2.0,164.0
2002,United Kingdom,Jessica Garlick,Come Back,Back,Come  Jessica Garlick,3.0,111.0
2002,Estonia,Sahléne,Runaway,Runaway, Sahléne,3.0,111.0
2002,France,Sandrine François,Il faut du temps,temps,Il faut du  Sandrine François,5.0,104.0
2002,Cyprus,One,Gimme,Gimme, One,6.0,85.0
2002,Spain,Rosa,Europe's Living A Celebration,Celebration,Europe's Living A  Rosa,7.0,81.0
2002,Sweden,Afro-dite,Never Let It Go,Go,Never Let It  Afro-dite,8.0,72.0
2002,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,Why,Tell Me  Monica Anghel & Marcel Pavel,9.0,71.0
2002,Russia,Prime minister,Northern Girl,Girl,Northern  Prime minister,10.0,55.0
2002,Croatia,Vesna Pisarović,Everything I Want,Want,Everything I  Vesna Pisarović,11.0,44.0
2002,Israel,Sarit Hadad,Light A Candle,Candle,Light A  Sarit Hadad,12.0,37.0
2002,Bosnia & Herzegovina,Maja,Na jastuku za dvoje,dvoje,Na jastuku za  Maja,13.0,33.0
2002,Belgium,Sergio & the Ladies,Sister,Sister, Sergio & the Ladies,13.0,33.0
2002,Slovenia,Sestre,Samo ljubezen,ljubezen,Samo  Sestre,13.0,33.0
2002,Turkey,Buket Bengisu & Safir,Leylaklar soldu kalbinde,kalbinde,Leylaklar soldu  Buket Bengisu & Safir,16.0,29.0
2002,Greece,Michalis Rakintzis,S.A.G.A.P.O.,S.A.G.A.P.O., Michalis Rakintzis,17.0,27.0
2002,Austria,Manuel Ortega,Say A Word,Word,Say A  Manuel Ortega,18.0,26.0
2002,North Macedonia,Karolina,Od Nas Zavisi,Zavisi,Od Nas  Karolina,19.0,25.0
2002,Finland,Laura,Addicted to You,You,Addicted to  Laura,20.0,24.0
2002,Germany,Corinna May,I Can't Live Without Music,Music,I Can't Live Without  Corinna May,21.0,17.0
2002,Switzerland,Francine Jordi,Dans le jardin de mon âme,âme,Dans le jardin de mon  Francine Jordi,22.0,15.0
2002,Lithuania,Aivaras,Happy You,You,Happy  Aivaras,23.0,12.0
2002,Denmark,Malene,Tell Me Who You Are,Are,Tell Me Who You  Malene,24.0,7.0
2003,Turkey,Sertab Erener,Everyway That I Can,Can,Everyway That I  Sertab Erener,1.0,167.0
2003,Belgium,Urban Trad,Sanomi,Sanomi, Urban Trad,2.0,165.0
2003,Russia,t.A.T.u.,"Ne ver', ne boisia",boisia,"Ne ver', ne  t.A.T.u.",3.0,164.0
2003,Norway,Jostein Hasselgård,I'm Not Afraid To Move On,On,I'm Not Afraid To Move  Jostein Hasselgård,4.0,123.0
2003,Sweden,Fame,Give Me Your Love,Love,Give Me Your  Fame,5.0,107.0
2003,Austria,Alf Poier,Weil der Mensch zählt,zählt,Weil der Mensch  Alf Poier,6.0,101.0
2003,Poland,Ich Troje,Keine Grenzen - Żadnych granic,granic,Keine Grenzen - Żadnych  Ich Troje,7.0,90.0
2003,Iceland,Birgitta,Open Your Heart,Heart,Open Your  Birgitta,8.0,81.0
2003,Spain,Beth,Dime,Dime, Beth,8.0,81.0
2003,Romania,Nicola,Don't Break My Heart,Heart,Don't Break My  Nicola,10.0,73.0
2003,Ireland,Mickey Harte,We've Got The World,World,We've Got The  Mickey Harte,11.0,53.0
2003,Germany,Lou,Let's Get Happy,Happy,Let's Get  Lou,11.0,53.0
2003,Netherlands,Esther Hart,One More Night,Night,One More  Esther Hart,13.0,45.0
2003,Ukraine,Olexandr,Hasta la vista,vista,Hasta la  Olexandr,14.0,30.0
2003,Croatia,Claudia Beni,Više nisam tvoja,tvoja,Više nisam  Claudia Beni,15.0,29.0
2003,Bosnia & Herzegovina,Mija Martina,Ne brini,brini,Ne  Mija Martina,16.0,27.0
2003,Greece,Mando,Never Let You Go,Go,Never Let You  Mando,17.0,25.0
2003,France,Louisa Baileche,Monts et merveilles,merveilles,Monts et  Louisa Baileche,18.0,19.0
2003,Israel,Lior Narkis,Words For Love,Love,Words For  Lior Narkis,19.0,17.0
2003,Cyprus,Stelios Constantas,Feeling Alive,Alive,Feeling  Stelios Constantas,20.0,15.0
2003,Estonia,Ruffus,Eighties Coming Back,Back,Eighties Coming  Ruffus,21.0,14.0
2003,Portugal,Rita Guerra,Deixa-me sonhar,sonhar,Deixa-me  Rita Guerra,22.0,13.0
2003,Slovenia,Karmen,Nanana,Nanana, Karmen,23.0,7.0
2003,Latvia,F.L.Y.,Hello From Mars,Mars,Hello From  F.L.Y.,24.0,5.0
2003,Malta,Lynn Chircop,To Dream Again,Again,To Dream  Lynn Chircop,25.0,4.0
2003,United Kingdom,Jemini,Cry Baby,Baby,Cry  Jemini,26.0,0.0
2004,Ukraine,Ruslana,Wild Dances,Dances,Wild  Ruslana,1.0,280.0
2004,Serbia & Montenegro,Željko Joksimović,Lane moje,moje,Lane  Željko Joksimović,2.0,263.0
2004,Greece,Sakis Rouvas,Shake It,It,Shake  Sakis Rouvas,3.0,252.0
2004,Turkey,Athena,For Real,Real,For  Athena,4.0,195.0
2004,Cyprus,Lisa Andreas,Stronger Every Minute,Minute,Stronger Every  Lisa Andreas,5.0,170.0
2004,Sweden,Lena Philipsson,It Hurts,Hurts,It  Lena Philipsson,5.0,170.0
2004,Albania,Anjeza Shahini,The Image Of You,You,The Image Of  Anjeza Shahini,7.0,106.0
2004,Germany,Max,Can't Wait Until Tonight,Tonight,Can't Wait Until  Max,8.0,93.0
2004,Bosnia & Herzegovina,Deen,In The Disco,Disco,In The  Deen,9.0,91.0
2004,Spain,Ramón,Para llenarme de ti,ti,Para llenarme de  Ramón,10.0,87.0
2004,Russia,Julia Savicheva,Believe Me,Me,Believe  Julia Savicheva,11.0,67.0
2004,Malta,Julie & Ludwig,On ... off again,again,On ... off  Julie & Ludwig,12.0,50.0
2004,Croatia,Ivan Mikulic,You Are The Only One,One,You Are The Only  Ivan Mikulic,12.0,50.0
2004,North Macedonia,Toše Proeski,Life,Life, Toše Proeski,14.0,47.0
2004,France,Jonatan Cerrada,A Chaque Pas,Pas,A Chaque  Jonatan Cerrada,15.0,40.0
2004,United Kingdom,James Fox,Hold On To Our Love,Love,Hold On To Our  James Fox,16.0,29.0
2004,Poland,Blue Cafe,Love Song,Song,Love  Blue Cafe,17.0,27.0
2004,Romania,Sanda Ladosi,I Admit,Admit,I  Sanda Ladosi,18.0,18.0
2004,Iceland,Jónsi,Heaven,Heaven, Jónsi,19.0,16.0
2004,Netherlands,Re-union,Without You,You,Without  Re-union,20.0,11.0
2004,Austria,Tie Break,Du bist,bist,Du  Tie Break,21.0,9.0
2004,Belgium,Xandee,1 Life,Life,1  Xandee,22.0,7.0
2004,Ireland,Chris Doran,If My World Stopped Turning,Turning,If My World Stopped  Chris Doran,22.0,7.0
2004,Norway,Knut Anders Sørum,High,High, Knut Anders Sørum,24.0,3.0
2004,Estonia,Neiokõsõ,Tii,Tii, Neiokõsõ,,
2004,Israel,David D'or,Le'ha'amin,Le'ha'amin, David D'or,,
2004,Denmark,Tomas Thordarson,Shame On You,You,Shame On  Tomas Thordarson,,
2004,Finland,Jari Sillanpää,Takes 2 To Tango,Tango,Takes 2 To  Jari Sillanpää,,
2004,Portugal,Sofia Vitória,Foi magia,magia,Foi  Sofia Vitória,,
2004,Lithuania,Linas ir Simona,What's Happened To Your Love,Love,What's Happened To Your  Linas ir Simona,,
2004,Latvia,Fomins & Kleins,Dziesma par laimi,laimi,Dziesma par  Fomins & Kleins,,
2004,Andorra,Marta Roure,Jugarem a estimar-nos,estimar-nos,Jugarem a  Marta Roure,,
2004,Belarus,Aleksandra & Konstantin,My Galileo,Galileo,My  Aleksandra & Konstantin,,
2004,Monaco,Maryon,Notre planète,planète,Notre  Maryon,,
2004,Slovenia,Platin,Stay Forever,Forever,Stay  Platin,,
2004,Switzerland,Piero Esteriore & the MusicStars,Celebrate,Celebrate, Piero Esteriore & the MusicStars,,
2004,Serbia & Montenegro,Željko Joksimović,Lane moje,moje,Lane  Željko Joksimović,,
2004,Ukraine,Ruslana,Wild Dances,Dances,Wild  Ruslana,,
2004,Greece,Sakis Rouvas,Shake It,It,Shake  Sakis Rouvas,,
2004,Albania,Anjeza Shahini,The Image Of You,You,The Image Of  Anjeza Shahini,,
2004,Cyprus,Lisa Andreas,Stronger Every Minute,Minute,Stronger Every  Lisa Andreas,,
2004,Netherlands,Re-union,Without You,You,Without  Re-union,,
2004,Bosnia & Herzegovina,Deen,In The Disco,Disco,In The  Deen,,
2004,Malta,Julie & Ludwig,On ... off again,again,On ... off  Julie & Ludwig,,
2004,Croatia,Ivan Mikulic,You Are The Only One,One,You Are The Only  Ivan Mikulic,,
2004,North Macedonia,Toše Proeski,Life,Life, Toše Proeski,,
2004,Israel,David D'or,Le'ha'amin,Le'ha'amin, David D'or,,
2004,Estonia,Neiokõsõ,Tii,Tii, Neiokõsõ,,
2004,Denmark,Tomas Thordarson,Shame On You,You,Shame On  Tomas Thordarson,,
2004,Finland,Jari Sillanpää,Takes 2 To Tango,Tango,Takes 2 To  Jari Sillanpää,,
2004,Portugal,Sofia Vitória,Foi magia,magia,Foi  Sofia Vitória,,
2004,Lithuania,Linas ir Simona,What's Happened To Your Love,Love,What's Happened To Your  Linas ir Simona,,
2004,Latvia,Fomins & Kleins,Dziesma par laimi,laimi,Dziesma par  Fomins & Kleins,,
2004,Andorra,Marta Roure,Jugarem a estimar-nos,estimar-nos,Jugarem a  Marta Roure,,
2004,Belarus,Aleksandra & Konstantin,My Galileo,Galileo,My  Aleksandra & Konstantin,,
2004,Monaco,Maryon,Notre planète,planète,Notre  Maryon,,
2004,Slovenia,Platin,Stay Forever,Forever,Stay  Platin,,
2004,Switzerland,Piero Esteriore & the MusicStars,Celebrate,Celebrate, Piero Esteriore & the MusicStars,,
2005,Greece,Helena Paparizou,My Number One,One,My Number  Helena Paparizou,1.0,230.0
2005,Malta,Chiara,Angel,Angel, Chiara,2.0,192.0
2005,Romania,Luminita Anghel & Sistem,Let Me Try,Try,Let Me  Luminita Anghel & Sistem,3.0,158.0
2005,Israel,Shiri Maymon,Hasheket shenish'ar,shenish'ar,Hasheket  Shiri Maymon,4.0,154.0
2005,Latvia,Walters & Kazha,The War Is Not Over,Over,The War Is Not  Walters & Kazha,5.0,153.0
2005,Moldova,Zdob și Zdub,Boonika Bate Doba,Doba,Boonika Bate  Zdob și Zdub,6.0,148.0
2005,Serbia & Montenegro,No Name,Zauvijek moja,moja,Zauvijek  No Name,7.0,137.0
2005,Switzerland,Vanilla Ninja,Cool Vibes,Vibes,Cool  Vanilla Ninja,8.0,128.0
2005,Norway,Wig Wam,In My Dreams,Dreams,In My  Wig Wam,9.0,125.0
2005,Denmark,Jakob Sveistrup,Talking To You,You,Talking To  Jakob Sveistrup,9.0,125.0
2005,Croatia,Boris Novkovic feat. Lado members,Vukovi umiru sami,sami,Vukovi umiru  Boris Novkovic feat. Lado members,11.0,115.0
2005,Hungary,NOX,Forogj világ,világ,Forogj  NOX,12.0,97.0
2005,Turkey,Gülseren,Rimi Rimi Ley,Ley,Rimi Rimi  Gülseren,13.0,92.0
2005,Bosnia & Herzegovina,Feminnem,Call Me,Me,Call  Feminnem,14.0,79.0
2005,Russia,Natalia Podolskaya,Nobody Hurt No One,One,Nobody Hurt No  Natalia Podolskaya,15.0,57.0
2005,Albania,Ledina Celo,Tomorrow I Go,Go,Tomorrow I  Ledina Celo,16.0,53.0
2005,North Macedonia,Martin Vučić,Make My Day,Day,Make My  Martin Vučić,17.0,52.0
2005,Cyprus,Constantinos Christoforou,Ela ela,ela,Ela  Constantinos Christoforou,18.0,46.0
2005,Sweden,Martin Stenmarck,Las Vegas,Vegas,Las  Martin Stenmarck,19.0,30.0
2005,Ukraine,Greenjolly,Razom Nas Bahato,Bahato,Razom Nas  Greenjolly,19.0,30.0
2005,Spain,Son de sol,Brujería,Brujería, Son de sol,21.0,28.0
2005,United Kingdom,Javine,Touch My Fire,Fire,Touch My  Javine,22.0,18.0
2005,France,Ortal,Chacun pense à soi,soi,Chacun pense à  Ortal,23.0,11.0
2005,Germany,Gracia,Run & Hide,Hide,Run &  Gracia,24.0,4.0
2005,Poland,Ivan & Delfin,Czarna dziewczyno,dziewczyno,Czarna  Ivan & Delfin,,
2005,Slovenia,Omar Naber,Stop,Stop, Omar Naber,,
2005,Belarus,Angelica Agurbash,Love Me Tonight,Tonight,Love Me  Angelica Agurbash,,
2005,Netherlands,Glennis Grace,My Impossible Dream,Dream,My Impossible  Glennis Grace,,
2005,Ireland,Donna & Joseph McCaul,Love?,Love?, Donna & Joseph McCaul,,
2005,Iceland,Selma,If I Had Your Love,Love,If I Had Your  Selma,,
2005,Portugal,2B,Amar,Amar, 2B,,
2005,Finland,Geir Rönning,Why,Why, Geir Rönning,,
2005,Bulgaria,Kaffe,Lorraine,Lorraine, Kaffe,,
2005,Estonia,Suntribe,Let's Get Loud,Loud,Let's Get  Suntribe,,
2005,Austria,Global.Kryner,Y así,así,Y  Global.Kryner,,
2005,Belgium,Nuno Resende,Le grand soir,soir,Le grand  Nuno Resende,,
2005,Andorra,Marian van de Wal,La mirada interior,interior,La mirada  Marian van de Wal,,
2005,Monaco,Lise Darly,Tout de moi,moi,Tout de  Lise Darly,,
2005,Lithuania,Laura and the Lovers,By Little,Little, By  Laura and the Lovers,,
2005,Romania,Luminita Anghel & Sistem,Let Me Try,Try,Let Me  Luminita Anghel & Sistem,,
2005,Moldova,Zdob și Zdub,Boonika Bate Doba,Doba,Boonika Bate  Zdob și Zdub,,
2005,Denmark,Jakob Sveistrup,Talking To You,You,Talking To  Jakob Sveistrup,,
2005,Croatia,Boris Novkovic feat. Lado members,Vukovi umiru sami,sami,Vukovi umiru  Boris Novkovic feat. Lado members,,
2005,Hungary,NOX,Forogj világ,világ,Forogj  NOX,,
2005,Norway,Wig Wam,In My Dreams,Dreams,In My  Wig Wam,,
2005,Israel,Shiri Maymon,Hasheket shenish'ar,shenish'ar,Hasheket  Shiri Maymon,,
2005,Switzerland,Vanilla Ninja,Cool Vibes,Vibes,Cool  Vanilla Ninja,,
2005,North Macedonia,Martin Vučić,Make My Day,Day,Make My  Martin Vučić,,
2005,Latvia,Walters & Kazha,The War Is Not Over,Over,The War Is Not  Walters & Kazha,,
2005,Poland,Ivan & Delfin,Czarna dziewczyno,dziewczyno,Czarna  Ivan & Delfin,,
2005,Slovenia,Omar Naber,Stop,Stop, Omar Naber,,
2005,Belarus,Angelica Agurbash,Love Me Tonight,Tonight,Love Me  Angelica Agurbash,,
2005,Netherlands,Glennis Grace,My Impossible Dream,Dream,My Impossible  Glennis Grace,,
2005,Ireland,Donna & Joseph McCaul,Love?,Love?, Donna & Joseph McCaul,,
2005,Iceland,Selma,If I Had Your Love,Love,If I Had Your  Selma,,
2005,Portugal,2B,Amar,Amar, 2B,,
2005,Finland,Geir Rönning,Why,Why, Geir Rönning,,
2005,Bulgaria,Kaffe,Lorraine,Lorraine, Kaffe,,
2005,Estonia,Suntribe,Let's Get Loud,Loud,Let's Get  Suntribe,,
2005,Austria,Global.Kryner,Y así,así,Y  Global.Kryner,,
2005,Belgium,Nuno Resende,Le grand soir,soir,Le grand  Nuno Resende,,
2005,Andorra,Marian van de Wal,La mirada interior,interior,La mirada  Marian van de Wal,,
2005,Monaco,Lise Darly,Tout de moi,moi,Tout de  Lise Darly,,
2005,Lithuania,Laura and the Lovers,By Little,Little, By  Laura and the Lovers,,
2006,Finland,Lordi,Hard Rock Hallelujah,Hallelujah,Hard Rock  Lordi,1.0,292.0
2006,Russia,Dima Bilan,Never Let You Go,Go,Never Let You  Dima Bilan,2.0,248.0
2006,Bosnia & Herzegovina,Hari Mata Hari,Lejla,Lejla, Hari Mata Hari,3.0,229.0
2006,Romania,Mihai Traistariu,Tornerò,Tornerò, Mihai Traistariu,4.0,172.0
2006,Sweden,Carola,Invincible,Invincible, Carola,5.0,170.0
2006,Lithuania,LT United,We Are The Winners,Winners,We Are The  LT United,6.0,162.0
2006,Ukraine,Tina Karol,Show Me Your Love,Love,Show Me Your  Tina Karol,7.0,145.0
2006,Armenia,André,Without Your Love,Love,Without Your  André,8.0,129.0
2006,Greece,Anna Vissi,Everything,Everything, Anna Vissi,9.0,128.0
2006,Ireland,Brian Kennedy,Every Song Is A Cry For Love,Love,Every Song Is A Cry For  Brian Kennedy,10.0,93.0
2006,Turkey,Sibel Tüzün,Superstar,Superstar, Sibel Tüzün,11.0,91.0
2006,North Macedonia,Elena Risteska,Ninanajna,Ninanajna, Elena Risteska,12.0,56.0
2006,Croatia,Severina,Moja štikla,štikla,Moja  Severina,12.0,56.0
2006,Norway,Christine Guldbrandsen,Alvedansen,Alvedansen, Christine Guldbrandsen,14.0,36.0
2006,Germany,Texas Lightning,"No, No, Never",Never,"No, No,  Texas Lightning",14.0,36.0
2006,Switzerland,Six4One,If We All Give A Little,Little,If We All Give A  Six4One,16.0,30.0
2006,Latvia,Cosmos,I Hear Your Heart,Heart,I Hear Your  Cosmos,16.0,30.0
2006,Denmark,Sidsel Ben Semmane,Twist Of Love,Love,Twist Of  Sidsel Ben Semmane,18.0,26.0
2006,United Kingdom,Daz Sampson,Teenage Life,Life,Teenage  Daz Sampson,19.0,25.0
2006,Moldova,Arsenium & Natalia Gordienko,Loca,Loca, Arsenium & Natalia Gordienko,20.0,22.0
2006,Spain,Las Ketchup,Bloody Mary,Mary,Bloody  Las Ketchup,21.0,18.0
2006,France,Virginie Pouchin,Il était temps,temps,Il était  Virginie Pouchin,22.0,5.0
2006,Israel,Eddie Butler,Ze hazman,hazman,Ze  Eddie Butler,23.0,4.0
2006,Malta,Fabrizio Faniello,I Do,Do,I  Fabrizio Faniello,24.0,1.0
2006,Poland,Ich Troje,Follow My Heart,Heart,Follow My  Ich Troje,,
2006,Belgium,Kate Ryan,Je t'adore,t'adore,Je  Kate Ryan,,
2006,Iceland,Silvia Night,Congratulations,Congratulations, Silvia Night,,
2006,Albania,Luiz Ejlli,Zjarr e ftohtë,ftohtë,Zjarr e  Luiz Ejlli,,
2006,Cyprus,Annet Artani,Why Angels Cry,Cry,Why Angels  Annet Artani,,
2006,Slovenia,Anžej Dežan,Mr. Nobody,Nobody,Mr.  Anžej Dežan,,
2006,Bulgaria,Mariana Popova,Let Me Cry,Cry,Let Me  Mariana Popova,,
2006,Estonia,Sandra,Through My Window,Window,Through My  Sandra,,
2006,Portugal,Nonstop,Coisas De Nada,Nada,Coisas De  Nonstop,,
2006,Netherlands,Treble,Amambanda,Amambanda, Treble,,
2006,Monaco,Séverine Ferrer,La coco-dance,coco-dance,La  Séverine Ferrer,,
2006,Belarus,Polina Smolova,Mum,Mum, Polina Smolova,,
2006,Andorra,Jennifer,Sense tu,tu,Sense  Jennifer,,
2006,Finland,Lordi,Hard Rock Hallelujah,Hallelujah,Hard Rock  Lordi,,
2006,Bosnia & Herzegovina,Hari Mata Hari,Lejla,Lejla, Hari Mata Hari,,
2006,Russia,Dima Bilan,Never Let You Go,Go,Never Let You  Dima Bilan,,
2006,Sweden,Carola,Invincible,Invincible, Carola,,
2006,Lithuania,LT United,We Are The Winners,Winners,We Are The  LT United,,
2006,Armenia,André,Without Your Love,Love,Without Your  André,,
2006,Ukraine,Tina Karol,Show Me Your Love,Love,Show Me Your  Tina Karol,,
2006,Turkey,Sibel Tüzün,Superstar,Superstar, Sibel Tüzün,,
2006,Ireland,Brian Kennedy,Every Song Is A Cry For Love,Love,Every Song Is A Cry For  Brian Kennedy,,
2006,North Macedonia,Elena Risteska,Ninanajna,Ninanajna, Elena Risteska,,
2006,Poland,Ich Troje,Follow My Heart,Heart,Follow My  Ich Troje,,
2006,Belgium,Kate Ryan,Je t'adore,t'adore,Je  Kate Ryan,,
2006,Iceland,Silvia Night,Congratulations,Congratulations, Silvia Night,,
2006,Albania,Luiz Ejlli,Zjarr e ftohtë,ftohtë,Zjarr e  Luiz Ejlli,,
2006,Cyprus,Annet Artani,Why Angels Cry,Cry,Why Angels  Annet Artani,,
2006,Slovenia,Anžej Dežan,Mr. Nobody,Nobody,Mr.  Anžej Dežan,,
2006,Bulgaria,Mariana Popova,Let Me Cry,Cry,Let Me  Mariana Popova,,
2006,Estonia,Sandra,Through My Window,Window,Through My  Sandra,,
2006,Portugal,Nonstop,Coisas De Nada,Nada,Coisas De  Nonstop,,
2006,Netherlands,Treble,Amambanda,Amambanda, Treble,,
2006,Monaco,Séverine Ferrer,La coco-dance,coco-dance,La  Séverine Ferrer,,
2006,Belarus,Polina Smolova,Mum,Mum, Polina Smolova,,
2006,Andorra,Jennifer,Sense tu,tu,Sense  Jennifer,,
2007,Serbia,Marija Šerifović,Molitva,Molitva, Marija Šerifović,1.0,268.0
2007,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,Tumbai,Dancing Lasha  Verka Serduchka,2.0,235.0
2007,Russia,Serebro,Song # 1,1,Song #  Serebro,3.0,207.0
2007,Turkey,Kenan Doğulu,Shake It Up Şekerim,Şekerim,Shake It Up  Kenan Doğulu,4.0,163.0
2007,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,Water, Elitsa Todorova & Stoyan Yankulov,5.0,157.0
2007,Belarus,Dmitry Koldun,Work Your Magic,Magic,Work Your  Dmitry Koldun,6.0,145.0
2007,Greece,Sarbel,Yassou Maria,Maria,Yassou  Sarbel,7.0,139.0
2007,Armenia,Hayko,Anytime You Need,Need,Anytime You  Hayko,8.0,138.0
2007,Hungary,Magdi Rúzsa,Unsubstantial Blues,Blues,Unsubstantial  Magdi Rúzsa,9.0,128.0
2007,Moldova,Natalia Barbu,Fight,Fight, Natalia Barbu,10.0,109.0
2007,Bosnia & Herzegovina,Marija Sestic,Rijeka bez imena,imena,Rijeka bez  Marija Sestic,11.0,106.0
2007,Georgia,Sopho,Visionary Dream,Dream,Visionary  Sopho,12.0,97.0
2007,Romania,Todomondo,"Liubi, Liubi, I Love You",You,"Liubi, Liubi, I Love  Todomondo",13.0,84.0
2007,North Macedonia,Karolina,Mojot Svet,Svet,Mojot  Karolina,14.0,73.0
2007,Slovenia,Alenka Gotar,Cvet Z Juga,Juga,Cvet Z  Alenka Gotar,15.0,66.0
2007,Latvia,Bonaparti.lv,Questa notte,notte,Questa  Bonaparti.lv,16.0,54.0
2007,Finland,Hanna Pakarinen,Leave Me Alone,Alone,Leave Me  Hanna Pakarinen,17.0,53.0
2007,Sweden,The Ark,The Worrying Kind,Kind,The Worrying  The Ark,18.0,51.0
2007,Germany,Roger Cicero,Frauen regier'n die Welt,Welt,Frauen regier'n die  Roger Cicero,19.0,49.0
2007,Spain,D'Nash,I Love You Mi Vida,Vida,I Love You Mi  D'Nash,20.0,43.0
2007,Lithuania,4Fun,Love Or Leave,Leave,Love Or  4Fun,21.0,28.0
2007,France,Les Fatals Picards,L'amour à la française,française,L'amour à la  Les Fatals Picards,22.0,19.0
2007,United Kingdom,Scooch,Flying The Flag (for You),You),Flying The Flag (for  Scooch,22.0,19.0
2007,Ireland,Dervish,They Can't Stop The Spring,Spring,They Can't Stop The  Dervish,24.0,5.0
2007,Portugal,Sabrina,Dança Comigo (Vem Ser Feliz),Feliz),Dança Comigo (Vem Ser  Sabrina,,
2007,Andorra,Anonymous,Salvem el món,món,Salvem el  Anonymous,,
2007,Iceland,Eiríkur Hauksson,Valentine Lost,Lost,Valentine  Eiríkur Hauksson,,
2007,Poland,The Jet Set,Time To Party,Party,Time To  The Jet Set,,
2007,Cyprus,Evridiki,"Comme Ci, Comme ça",ça,"Comme Ci, Comme  Evridiki",,
2007,Croatia,Dragonfly feat. Dado Topic,Vjerujem u ljubav,ljubav,Vjerujem u  Dragonfly feat. Dado Topic,,
2007,Albania,Aida & Frederik Ndoci,Hear My Plea,Plea,Hear My  Aida & Frederik Ndoci,,
2007,Norway,Guri Schanke,Ven A Bailar Conmigo,Conmigo,Ven A Bailar  Guri Schanke,,
2007,Denmark,DQ,Drama Queen,Queen,Drama  DQ,,
2007,Switzerland,DJ BoBo,Vampires Are Alive,Alive,Vampires Are  DJ BoBo,,
2007,Netherlands,Edsilia Rombley,On Top Of The World,World,On Top Of The  Edsilia Rombley,,
